Name,Park,Location,Opening Date,Length,Height,Drop,Speed,Inversions,Vertical Angle,Duration,RCDB Link
"Spin Roller Coaster","Linhe Happy Park","Babu, Hezhou, Guangxi, China",2017,,,,,0,,,https://rcdb.com/15710.htm
"Roller Coaster","Linhe Happy Park","Babu, Hezhou, Guangxi, China",2017,,,,,1,,,https://rcdb.com/15711.htm
"Spinning Coaster","Sparky's","Mecca, Makkah, Saudi Arabia",2017,,,,,0,,,https://rcdb.com/15811.htm
"Golden Dragon Roller Coaster","Gongqing Forest Park","Yangpu, Shanghai, China",2017,,,,,0,,,https://rcdb.com/15923.htm
"Crazy Train","Egret Lake Exploration Kingdom","Gaoming, Foshan, Guangdong, China",2017,,,,,0,,,https://rcdb.com/15930.htm
"Genesis Kidz Koaster","Modern Woodmen Park","Davenport, Iowa, USA",2017,,,,,0,,,https://rcdb.com/15952.htm
"Jungle Flying Squirrel","Yichang Joy World","Wujiagang, Yichang, Hubei, China",2017,,,,,0,,,https://rcdb.com/15955.htm
"Crystal Mine Train","Magic Planet","Dubai, Dubai, United Arab Emirates",2017,,,,,0,,,https://rcdb.com/15976.htm
"Mumbai Express","Global Village","Dubai, Dubai, United Arab Emirates",2017,,,,,0,,,https://rcdb.com/15985.htm
"Blizzard","Festival Land","Ajman, Ajman, United Arab Emirates",2017,721.8,24.6,,22.4,0,,,https://rcdb.com/16019.htm
"Dragon","Festival Land","Ajman, Ajman, United Arab Emirates",2017,,,,,0,,,https://rcdb.com/16020.htm
"Spin Coaster","Wolmi Theme Park","Incheon, South Korea",2017,,,,,0,,,https://rcdb.com/16276.htm
"Worm Coaster","Wild Waters","Shankarpalli, Telangana, India",2017,,,,,0,,,https://rcdb.com/16381.htm
"Super Roller Coaster","China Dinosaurs Park","Xinbei, Changzhou, Jiangsu, China",2017 - 2018,1286.1,59,,,1,,,https://rcdb.com/16498.htm
"Thriller","Happy Land","Adana, Adana, Turkey",2017,1410.8,54.2,,,0,,1:15,https://rcdb.com/16504.htm
"Mouse Coaster","Happy Land","Adana, Adana, Turkey",2017,,,,,0,,,https://rcdb.com/16505.htm
"Crazy Mouse","Azur Park","St. Tropez, Provence-Alpes-Cote d'Azur, France",2017,,,,,0,,,https://rcdb.com/16513.htm
"Elma Kurdu","Aydoğdu Lunapark","Mudanya, Bursa, Turkey",2017,,,,,0,,,https://rcdb.com/16644.htm
"Smurf Village Express","Motiongate","Dubai, Dubai, United Arab Emirates",1/9/2017,,,,,0,,,https://rcdb.com/13878.htm
"Dragon's Run","Dragon Park","Hạ Long, Quảng Ninh, Vietnam",1/25/2017,3738,150,,65,6,,,https://rcdb.com/6605.htm
"Mine Train Coaster","Dragon Park","Hạ Long, Quảng Ninh, Vietnam",1/25/2017,1099,42.6,,27.7,0,,,https://rcdb.com/7915.htm
"Little Dragon's Flight","Dragon Park","Hạ Long, Quảng Ninh, Vietnam",1/25/2017,1295.9,64.3,,34.2,0,,,https://rcdb.com/12879.htm
"Queen Cobra","Sun World Danang Wonders","Đà Nẵng, Vietnam",1/27/2017,2260.5,109.3,,49.7,5,,,https://rcdb.com/14194.htm
"Crazy Cab Coaster","Trans Studio Mini","Surabaya, East Java, Indonesia",2/24/2017,810.3,,,,0,,,https://rcdb.com/14758.htm
"Batman","Tir Prince Family Funfair","Towyn, Gwynedd, Wales, United Kingdom",3/2017,,32.8,,,0,,,https://rcdb.com/14957.htm
"Cosmic","Happylon Adventure Park","Astana, Akmola, Kazakhstan",3/6/2017,190,14,,,0,,,https://rcdb.com/15346.htm
"Arashi","Nagashima Spa Land","Nagashima, Kuwana, Mie, Japan",3/10/2017,1019,120,54,38,0,,,https://rcdb.com/14052.htm
"Kids Spin","Skyline Park","Bad Wörishofen, Bavaria, Germany",3/25/2017,,,,,0,,,https://rcdb.com/14396.htm
"Turbo Track","Ferrari World Abu Dhabi","Abu Dhabi, Abu Dhabi, United Arab Emirates",3/29/2017,590.6,210,,63.4,,,,https://rcdb.com/12771.htm
"Crazy Cab Coaster","Trans Studio Mini","Sleman Regency, Special Region of Yogyakarta, Indonesia",3/31/2017,810.3,,,,0,,,https://rcdb.com/14986.htm
"Dragon Coaster","Legoland Japan","Nagoya, Aichi, Japan",4/1/2017,,,,,0,,,https://rcdb.com/13645.htm
"Dragon's Apprentice","Legoland Japan","Nagoya, Aichi, Japan",4/1/2017,,,,,0,,,https://rcdb.com/13842.htm
"Red Force","Ferrari Land","Salou, Tarragona, Spain",4/7/2017,2887.2,367.3,,111.8,,90,,https://rcdb.com/10698.htm
"Kleine Zar","Hansa Park","Sierksdorf, Schleswig-Holstein, Germany",4/7/2017,,,,,0,,,https://rcdb.com/13621.htm
"Serpent","Parc du Petit Prince","Ungersheim, Alsace, France",4/8/2017,,,,,0,,,https://rcdb.com/14417.htm
"Käpt'n Jack's Wilde Maus","Eifelpark","Gondorf, Rhineland-Palatinate, Germany",4/8/2017,1213.9,49.3,,28,0,46,1:34,https://rcdb.com/14552.htm
"Doggy Dog","Freizeit-Land Geiselwind","Geiselwind, Bavaria, Germany",4/8/2017,,,,,0,,,https://rcdb.com/14843.htm
"Kiddy-Racer","Potts Park","Minden, North Rhine-Westphalia, Germany",4/8/2017,75.5,5.8,,,0,,,https://rcdb.com/15038.htm
"Cobralino","Conny-Land","Lipperswil, Thurgau, Switzerland",4/8/2017,75.5,5.8,,,0,,,https://rcdb.com/15095.htm
"Gold Rush","Attractiepark Slagharen","Slagharen, Overijssel, Netherlands",4/13/2017,1312.3,108.3,,59,2,,,https://rcdb.com/14011.htm
"London City Coaster","Attractiepark Duinen Zathe","Appelscha, Friesland, Netherlands",4/14/2017,,,,,0,,,https://rcdb.com/14481.htm
"Drachenwirbel","Freizeitpark Plohn","Lengenfeld, Saxony, Germany",4/14/2017,370.8,23,,18.6,0,,,https://rcdb.com/14576.htm
"Vliegende Schatkist","De Valkenier","Valkenburg, Limburg, Netherlands",4/14/2017,,,,,0,,,https://rcdb.com/14860.htm
"Galaxy Express","Oriental Heritage","Tong'an, Xiamen, Fujian, China",4/16/2017,1486.3,63.3,,46.6,0,,,https://rcdb.com/12786.htm
"Boomerang","Energylandia","Zator, Malopolskie, Poland",4/29/2017,682.4,75.5,,37.3,,,1:36,https://rcdb.com/14192.htm
"Roller Coaster","Funtazmo","Muscat, Oman",5/2017,898.9,,,13.2,0,,,https://rcdb.com/14675.htm
"DrageKongen","Djurs Sommerland","Århus, Midtjylland, Denmark",5/6/2017,2706.7,98.4,,52.8,0,,2:00,https://rcdb.com/14084.htm
"Hydrus","Casino Pier","Seaside Heights, New Jersey, USA",5/6/2017,1050,72,,45,3,97,,https://rcdb.com/14231.htm
"Super Cyclone","Santa's Village AZoosment Park","Dundee, Illinois, USA",5/13/2017,1148.3,32.8,,30,0,,1:20,https://rcdb.com/14450.htm
"Fireball","Furuvik","Gävle, Gävleborg, Sweden",5/20/2017,689,75.5,,37.3,0,,,https://rcdb.com/14047.htm
"Joker","Six Flags Over Texas","Arlington, Texas, USA",5/20/2017,1019,120,54,38,0,,,https://rcdb.com/14188.htm
"Whistle Punk Chaser","Dollywood","Pigeon Forge, Tennessee, USA",5/21/2017,,,,,0,,,https://rcdb.com/14382.htm
"Boomerang Roller Coaster","Wuhan Zhongshan Park","Jianghan, Wuhan, Hubei, China",5/23/2017,1902.9,108.3,,49.7,4,,,https://rcdb.com/13696.htm
"Kampala Express","Knuthenborg Safaripark","Maribo, Sjælland, Denmark",5/25/2017,328.1,19.7,,,0,,,https://rcdb.com/14966.htm
"GaleForce","Playland's Castaway Cove","Ocean City, New Jersey, USA",5/26/2017,1269,125,,64,,100,1:00,https://rcdb.com/13346.htm
"Joker","Six Flags Great America","Gurnee, Illinois, USA",5/27/2017,1019,120,54,38,0,,,https://rcdb.com/14187.htm
"Joker","Six Flags New England","Agawam, Massachusetts, USA",5/27/2017,1019,120,54,38,0,,,https://rcdb.com/14189.htm
"Snow Mountain Racer","Wanda Theme Park","Harbin, Heilongjiang, China",6/2017,,91.8,,,,,,https://rcdb.com/12792.htm
"Spinning Coaster","Wanda Theme Park","Harbin, Heilongjiang, China",6/2017,,,,,0,,,https://rcdb.com/13461.htm
"Happy Angel","Wanda Theme Park","Harbin, Heilongjiang, China",6/2017,,,,54.1,6,,,https://rcdb.com/14098.htm
"Fruitworm Train","Wanda Theme Park","Harbin, Heilongjiang, China",6/2017,,,,,0,,,https://rcdb.com/15090.htm
"Spinning Coaster","Track Family Fun Park","Gulf Shores, Alabama, USA",6/2017,190,14,,,0,,,https://rcdb.com/15185.htm
"Train Roller Coaster","TurtleBoo","Spring Valley, New York, USA",6/2017,,,,,0,,,https://rcdb.com/16243.htm
"5 Ring Roller Coaster","Cangzhou Zoo","Xinhua, Cangzhou, Hebei, China",6/4/2017,,,,,4,,,https://rcdb.com/14970.htm
"Peppermint Penguin Coaster","Santa's Village","Bracebridge, Ontario, Canada",6/10/2017,,,,,0,,,https://rcdb.com/15204.htm
"Pégase Express","Parc Astérix","Plailly, Picardie, France",6/11/2017,3044.6,68.8,,32.3,,,3:00,https://rcdb.com/12555.htm
"Star Trek: Operation Enterprise","Movie Park Germany","Bottrop, North Rhine-Westphalia, Germany",6/14/2017,2362.2,,,55.9,3,,2:24,https://rcdb.com/13796.htm
"Wave Breaker: The Rescue Coaster","SeaWorld San Antonio","San Antonio, Texas, USA",6/16/2017,2600,61,,44,0,,,https://rcdb.com/14302.htm
"Lightning","Family Park Skazka","Moscow, Moscow, Russia",6/17/2017,2952.8,82,,40.4,0,,,https://rcdb.com/15217.htm
"Hype","Särkänniemi Amusement Park","Tampere, Pirkanmaa, Finland",6/18/2017,863,150,,62,1,,0:55,https://rcdb.com/14759.htm
"Mr. Peabody & Sherman's Time Adventure","Movie Animation Park Studios","Ipoh, Perak, Malaysia",6/26/2017,,,,,0,,,https://rcdb.com/13812.htm
"Zugo’s Crystal Quest","Movie Animation Park Studios","Ipoh, Perak, Malaysia",6/26/2017,190,14,,,0,,,https://rcdb.com/13821.htm
"Hang Ten","Fantasy Island Amusement Park","Beach Haven, New Jersey, USA",6/26/2017,180,14,,,0,,,https://rcdb.com/15140.htm
"Vikingcoaster","Rabkoland","Rabka, Malopolskie, Poland",6/28/2017,75.5,5.8,,,0,,,https://rcdb.com/14873.htm
"Lech Coaster","Legendia Śląskie Wesołe Miasteczko","Chorzów, Śląskie, Poland",7/1/2017,2979,131.3,,59,3,,,https://rcdb.com/11034.htm
"Crazy 8","FunXcess","Lithonia, Georgia, USA",7/2017,190,14,,,0,,,https://rcdb.com/15380.htm
"Balaurul 7 Capete","Parcul Lacul Tei","Bucharest, Romania",7/2017,1509.2,68.8,,41.1,0,,,https://rcdb.com/15913.htm
"Magic Bee","Cidade da Criança","São Bernardo, São Paulo, Brazil",7/2017,,,,,0,,,https://rcdb.com/16024.htm
"Flame Dragon","Visionland","Yufeng, Liuzhou, Guangxi, China",7/6/2017,,,,,0,,,https://rcdb.com/13783.htm
"Light Speed","Visionland","Yufeng, Liuzhou, Guangxi, China",7/6/2017,2477,101.8,98.4,52.8,0,,,https://rcdb.com/14024.htm
"Children Walker Car","Visionland","Yufeng, Liuzhou, Guangxi, China",7/6/2017,,,,,0,,,https://rcdb.com/14303.htm
"Flying Wing Coaster","Happy Valley","Yubei, Chongqing, China",7/8/2017,,,HillLoopCorkscrewCorkscrewIn-Line Twist,,5,,,https://rcdb.com/13832.htm
"Dragon","Bal Parc","Tournehem-sur-la-Hem, Nord-Pas de Calais, France",7/13/2017,,,,,0,,,https://rcdb.com/15276.htm
"Mine Train Coaster","Fun Park Biograd","Biograd na Moru, Zadar County, Croatia",7/15/2017,,,,,0,,,https://rcdb.com/14323.htm
"Big Blue","Fun Park Biograd","Biograd na Moru, Zadar County, Croatia",7/15/2017,1817,60,,41,1,,1:48,https://rcdb.com/14355.htm
"Alien","Fun Park Biograd","Biograd na Moru, Zadar County, Croatia",7/15/2017,,,,,0,,,https://rcdb.com/15282.htm
"Gyldenklo","Bjørneparken Wildlife Zoo","Flå, Buskerud, Norway",7/20/2017,,,,,0,,,https://rcdb.com/15246.htm
"Crazy Mouse","Park at OWA","Foley, Alabama, USA",7/21/2017,1036.8,36.1,,29.2,0,,,https://rcdb.com/14399.htm
"Rollin' Thunder","Park at OWA","Foley, Alabama, USA",7/21/2017,2234.3,114.8,,55.9,4,90,,https://rcdb.com/14400.htm
"Southern Express","Park at OWA","Foley, Alabama, USA",7/21/2017,262.5,13.1,,,0,,,https://rcdb.com/14779.htm
"Crazy Taxi Coaster","Trans Studio Mini","Surabaya, East Java, Indonesia",7/28/2017,728,29,,24.2,0,,,https://rcdb.com/15230.htm
"Creepy Crawler","Oakwood Theme Park","Narberth, Pembrokeshire, Wales, United Kingdom",8/1/2017,1066.3,36.1,,28,0,,0:55,https://rcdb.com/14113.htm
"Crazy Coaster","Trampoline Trier","Trier, Rhineland-Palatinate, Germany",8/3/2017,190,14,,,0,,,https://rcdb.com/15415.htm
"Chenille","Koaland","Menton, Provence-Alpes-Cote d'Azur, France",8/6/2017,,,,,0,,,https://rcdb.com/15252.htm
"Looping","Southport Pleasureland","Southport, Merseyside, England, United Kingdom",8/10/2017,1197,36,,,1,,,https://rcdb.com/14086.htm
"Recoil","Wonderla Amusement Park Kochi","Kochi, Kerala, India",8/30/2017,935,116.5,,47,3,,1:48,https://rcdb.com/14684.htm
"Boomerang Roller Coaster","Yabuli Ocean Park","Shangzhi, Harbin, Heilongjiang, China",9/2017,,,,,4,,,https://rcdb.com/14204.htm
"Wild Waves","Playland's Castaway Cove","Ocean City, New Jersey, USA",9/7/2017,,50,,,,,,https://rcdb.com/13355.htm
"Gusanito","Esquilandia","Mixco, Guatemala, Guatemala",9/10/2017,,,,,0,,,https://rcdb.com/16198.htm
"DC Rivals HyperCoaster","Warner Bros. Movie World","Gold Coast, Queensland, Australia",9/22/2017,4593,202,,71.5,0,,,https://rcdb.com/13637.htm
"Barnyard Dance","Bengtson's Pumpkin Farm","Homer Glen, Illinois, USA",9/22/2017,190,14,,,0,,,https://rcdb.com/15543.htm
"Sky Rocket","Chimelong Paradise","Panyu, Guangzhou, Guangdong, China",9/26/2017,863,150,,62,1,,,https://rcdb.com/15110.htm
"Crazy Skaters","Shengming Universal City","Yubei, Chongqing, China",9/27/2017,,,,,0,,,https://rcdb.com/14583.htm
"Stunning Roller Coaster","Shengming Universal City","Yubei, Chongqing, China",9/27/2017,1286.1,58.7,,,1,,,https://rcdb.com/15531.htm
"Whirl Wind","Sfax Land","Sakiet Ezzit, Sfax, Tunisia",9/28/2017,,,,,1,,,https://rcdb.com/15459.htm
"Dancing Oscar","Shinhwa Theme Park","Andeok-myeon, Jeju-do, South Korea",9/30/2017,,,,,0,,,https://rcdb.com/15191.htm
"Capitol Bullet Train","Motiongate","Dubai, Dubai, United Arab Emirates",10/20/2017,1870,,,,2,,,https://rcdb.com/13876.htm
"London Loop","Global Village","Dubai, Dubai, United Arab Emirates",11/1/2017,682.3,75.4,,37.3,0,,,https://rcdb.com/15523.htm
"Rattler","Alley Cats","Hurst, Texas, USA",11/2017,,,,,0,,,https://rcdb.com/16055.htm
"Crazy Taxi Coaster","Trans Studio Mini","Bandar Lampung, Lampung, Indonesia",12/2017,,,,,0,,,https://rcdb.com/15652.htm
"Crazy Cab Coaster","Kid City","South Tangerang, Banten, Indonesia",12/2017,,,,,0,,,https://rcdb.com/15654.htm
"Mining Racer Coaster","Gumbuya World","Tynong , Victoria, Australia",12/18/2017,,,,28,0,,,https://rcdb.com/15443.htm
"Suspended Coaster","Window of the World","Kaifu, Changsha, Hunan, China",12/24/2017,2585.3,105,,46.6,4,,,https://rcdb.com/14371.htm
"Van Lake Monster","Osmaniye Masal Park","Osmaniye, Osmaniye, Turkey",12/30/2017,728.3,29.5,,24.2,0,,,https://rcdb.com/15238.htm
"Coaster","Central Park","Tashkent, Uzbekistan",2018,442.8,19.7,,,0,,,https://rcdb.com/8618.htm
"Hyper Coaster","Land of Legends Theme Park","Antalya, Antalya, Turkey",2018,4176.5,200.2,190.3,71.5,2,,,https://rcdb.com/14440.htm
"Avengers Roller Coaster","L'Île aux Géants","Dissay, Poitou-Charentes, France",2018,,,,,0,,,https://rcdb.com/14491.htm
"Crazy Coaster","South Pier","Blackpool, Lancashire, England, United Kingdom",2018,,,,,0,,,https://rcdb.com/14721.htm
"Children Coaster","Quancheng Euro Park","Qihe, Dezhou, Shandong, China",2018,656.2,,,12.3,0,,,https://rcdb.com/15181.htm
"Kraken’s Revenge","Desaru Coast Adventure Waterpark","Bandar Penawar, Johor, Malaysia",2018,,,,43.5,0,,,https://rcdb.com/15271.htm
"Spinner","Luneur Park","Rome, Lazio, Italy",2018,,,,,0,,,https://rcdb.com/15529.htm
"Penguin Coaster","Chimelong Ocean Kingdom","Xiangzhou, Zhuhai, Guangdong, China",2018,,,,,0,,,https://rcdb.com/15671.htm
"Family Coaster","Land of Legends Theme Park","Antalya, Antalya, Turkey",2018,,,,,0,,,https://rcdb.com/16038.htm
"Race Coaster","Land of Legends Theme Park","Antalya, Antalya, Turkey",2018,,,,,0,,,https://rcdb.com/16126.htm
"Family Coaster","Dymchurch Amusement Park","Dymchurch, Kent, England, United Kingdom",2018,,,,,0,,,https://rcdb.com/16152.htm
"Rum Runner","Twinlakes Park","Melton Mowbray, Leicestershire, England, United Kingdom",2018,,,,,0,,,https://rcdb.com/16158.htm
"Pinball X","Dreamland","Margate, Kent, England, United Kingdom",2018,,,,,0,,,https://rcdb.com/16176.htm
"Speedy Coaster","Ocean Beach Pleasure Park","South Shields, Tyne and Wear, England, United Kingdom",2018,,13.8,,,0,,,https://rcdb.com/16179.htm
"Dragon Coaster","Castle Fun Center","Chester, New York, USA",2018,,,,,0,,,https://rcdb.com/16246.htm
"Turtle's Coaster","Antibes Land","Antibes, Provence-Alpes-Cote d'Azur, France",2018,,,,,0,,,https://rcdb.com/16257.htm
"Wild Mouse","Funland at the Tropicana","Weston-Super-Mare, Somerset, England, United Kingdom",2018,,,,,0,,,https://rcdb.com/16260.htm
"Crash Test","Ocean Beach Pleasure Park","South Shields, Tyne and Wear, England, United Kingdom",2018,,,,,0,,,https://rcdb.com/16262.htm
"Mini Roller Coaster","Sun Park","Chaoyang, Beijing, China",2018,,,,,0,,,https://rcdb.com/16279.htm
"Wacky Worm","Funland at the Tropicana","Weston-Super-Mare, Somerset, England, United Kingdom",2018,,,,,0,,,https://rcdb.com/16281.htm
"Crazy Taxi Coaster","Trans Studio Mini","Bogor, West Java, Indonesia",2018,,,,,0,,,https://rcdb.com/16291.htm
"Hanging Roller Coaster","Great Xingdong Tourist World","Puding, Anshun, Guizhou, China",2018,2280.2,127.6,,54.7,,,,https://rcdb.com/16314.htm
"Motor Coaster","Great Xingdong Tourist World","Puding, Anshun, Guizhou, China",2018,,,,,0,,,https://rcdb.com/16315.htm
"Family Roller Coaster","Great Xingdong Tourist World","Puding, Anshun, Guizhou, China",2018,,,,,0,,,https://rcdb.com/16317.htm
"Super Spinning Coaster","Great Xingdong Tourist World","Puding, Anshun, Guizhou, China",2018,1286.1,59,,,1,,,https://rcdb.com/16318.htm
"Column Spin Block","Great Xingdong Tourist World","Puding, Anshun, Guizhou, China",2018,,,,,0,,,https://rcdb.com/16319.htm
"Happy Caterpiller","Clarence Pier","Portsmouth, Hampshire, England, United Kingdom",2018,,,,,0,,,https://rcdb.com/16353.htm
"Achterbahn","Flippolino","Kirchen, Rhineland-Palatinate, Germany",2018,,,,,0,,,https://rcdb.com/16379.htm
"Crazy Coaster","Jacquou Parc","Le Bugue, Aquitaine, France",2018,,49.3,,,0,,,https://rcdb.com/16393.htm
"3 Loops Coaster","Central Park","Tashkent, Uzbekistan",2018,,,,,0,,,https://rcdb.com/16403.htm
"Cyclon Coaster","Central Park","Tashkent, Uzbekistan",2018,,,,,0,,,https://rcdb.com/16404.htm
"Roller Coaster","Breizh Land Parc","Surzur, Brittany, France",2018,,,,,0,,,https://rcdb.com/16436.htm
"Lost Valley","Vinpearl Land","Hội An, Quảng Nam, Vietnam",2018,,,,,0,,,https://rcdb.com/16453.htm
"Desert Twister","Vinpearl Land","Hội An, Quảng Nam, Vietnam",2018,,,,,0,,,https://rcdb.com/16454.htm
"Spinning Coaster","Vinpearl Land","Hội An, Quảng Nam, Vietnam",2018,,,,,0,,,https://rcdb.com/16462.htm
"Speed Coaster","Vinpearl Land","Hội An, Quảng Nam, Vietnam",2018,,,,,0,,,https://rcdb.com/16463.htm
"Twin Peaks BMW","Elf Amusement Park","Tianqiao, Jinan, Shandong, China",2018,,,,,0,,,https://rcdb.com/16473.htm
"Family Roller Coaster","Holy Capital Park","Linwei, Weinan, Shaanxi, China",2018,,,,,0,,,https://rcdb.com/16476.htm
"Bruco","Edenlandia","Naples, Campania, Italy",2018,,,,,0,,,https://rcdb.com/16534.htm
"Fantasy Mouse","Fantasy Island","Ingoldmells, Lincolnshire, England, United Kingdom",2018,1377.9,42.7,,29.1,0,,1:30,https://rcdb.com/16606.htm
"Cuyloco","Granja Villa","Comas, Lima, Lima, Peru",1/2/2018,,,,,0,,,https://rcdb.com/15962.htm
"Roller Coaster","Three Gorges Happy World","Wanzhou, Chongqing, China",1/19/2018,,,,27.7,0,,,https://rcdb.com/16102.htm
"Magical Shuttle","Lotus Wonderland","Sanshui, Foshan, Guangdong, China",1/20/2018,,,,,0,,,https://rcdb.com/16162.htm
"Dino Coaster","T-Rex Park Campinas","Campinas, São Paulo, Brazil",1/25/2018,,,,,0,,,https://rcdb.com/15357.htm
"Cruiser Coaster","Craig's Cruisers Family Fun Center","Wyoming, Michigan, USA",2/2/2018,190,14,,,0,,,https://rcdb.com/15259.htm
"Crazy Cab Coaster","Trans Studio Mini","Kubu Raya, West Kalimantan, Indonesia",2/9/2018,,,,,0,,,https://rcdb.com/15656.htm
"Western Regions Heaven","Happy Valley","Jinniu, Chengdu, Sichuan, China",2/10/2018,,164,,,1,,,https://rcdb.com/13653.htm
"Spinning Coaster","Kittyd & Minnied","Châu Thành A, Hậu Giang, Vietnam",2/11/2018,,,,,0,,,https://rcdb.com/16037.htm
"KIA Roller Coaster","Onederland","Karachi, Sindh, Pakistan",2/24/2018,,,,,0,,,https://rcdb.com/15994.htm
"Time Traveler","Silver Dollar City","Branson, Missouri, USA",3/14/2018,3020,100,90,50.3,3,90,1:57,https://rcdb.com/15168.htm
"Emerald Coaster","Sam's Fun City","Pensacola, Florida, USA",3/16/2018,,,,,0,,,https://rcdb.com/15211.htm
"Achterbahn","Ferienzentrum Schloss Dankern","Haren, Lower Saxony, Germany",3/17/2018,1148.3,45.9,,31.1,0,,,https://rcdb.com/14415.htm
"King Kong - The Giant Ape Adventure","Carthageland","Hammamet, Nabeul, Tunisia",3/19/2018,,42.6,32.8,,0,,,https://rcdb.com/15154.htm
"Yippe","Parque Del Café","Montenegro, Quindio, Colombia",3/22/2018,,,,,0,,,https://rcdb.com/15956.htm
"Thunderchariot","Discoveryland","Dalian, Liaoning, China",3/24/2018,2214.5,116.8,,53,4,,,https://rcdb.com/13618.htm
"Twisted Timbers","Kings Dominion","Doswell, Virginia, USA",3/24/2018,3361,111,,54,3,,,https://rcdb.com/15028.htm
"Adrenaline Peak","Oaks Amusement Park","Portland, Oregon, USA",3/24/2018,1050,72,,45,3,97,,https://rcdb.com/15410.htm
"Flying Eagle","Legoland Billund","Billund, Syddanmark, Denmark",3/24/2018,921.8,36.1,,28.6,0,,,https://rcdb.com/15488.htm
"Cobra","Freizeit-Land Geiselwind","Geiselwind, Bavaria, Germany",3/24/2018,656.2,33,,,1,,1:00,https://rcdb.com/15708.htm
"Tweestryd","Wildlands Adventure Zoo Emmen","Emmen, Drenthe, Netherlands",3/28/2018,715.2,65.6,,37.3,00,,1:051,https://rcdb.com/15162.htm
"Dolle Pier","DippieDoe Attractiepark","Best, North Brabant, Netherlands",3/30/2018,,,,,0,,,https://rcdb.com/15981.htm
"Family Inverted Coaster","Happy Valley","Chaoyang, Beijing, China",4/2018,1328.8,65.6,,30.5,0,,,https://rcdb.com/14356.htm
"Looping Star","Parko Paliatso Luna Park","Ayia Napa, Famagusta, Cyprus",4/1/2018,1942.3,80.4,,47.8,1,,1:42,https://rcdb.com/16111.htm
"Speed","Energylandia","Zator, Malopolskie, Poland",4/2/2018,2253.9,164,,62.8,0,45,,https://rcdb.com/14352.htm
"Yukon Quad","Le Pal","Dompierre Sur Besbre, Auvergne, France",4/7/2018,3280.8,39.3,,55.9,0,,,https://rcdb.com/15072.htm
"Tiki-Waka","Walibi Belgium","Wavre, Walloon Brabant, Belgium",4/7/2018,1850.3,68.8,,34.2,0,,,https://rcdb.com/15205.htm
"Paradise Fall","Sun World Danang Wonders","Đà Nẵng, Vietnam",4/9/2018,1236.8,45.9,,36,0,,,https://rcdb.com/15214.htm
"K2","Karls Erlebnis-Dorf Elstal","Wustermark, Brandenburg, Germany",4/21/2018,1738.8,78.7,,37.3,0,,1:55,https://rcdb.com/15490.htm
"Shirakaba Wood Coaster","Shirakaba Resort Family Land","Koshoku, Nagano, Japan",4/21/2018,,,,,0,,,https://rcdb.com/16009.htm
"Tourbillon","Parc Ange Michel","Saint Martin de Landelles, Normandy, France",4/22/2018,,,,,0,,,https://rcdb.com/16121.htm
"Rex's Racer","Shanghai Disneyland","Pudong, Shanghai, China",4/26/2018,269,91.2,,47,0,,,https://rcdb.com/15163.htm
"Jungle Rally","Djurs Sommerland","Århus, Midtjylland, Denmark",4/27/2018,,,,,0,,,https://rcdb.com/15551.htm
"Merlin's Mayhem","Dutch Wonderland","Lancaster, Pennsylvania, USA",4/28/2018,1300,60,,,0,,,https://rcdb.com/14395.htm
"Quvnoq Tepalik","Ashxobod Sayilgohi","Tashkent, Uzbekistan",4/30/2018,,,,,,,,https://rcdb.com/16241.htm
"G’aroyib Sayohat","Ashxobod Sayilgohi","Tashkent, Uzbekistan",4/30/2018,,,,,0,,,https://rcdb.com/16452.htm
"Draken","Gyeongju World","Gyeongju, Gyeongsangbuk-do, South Korea",5/1/2018,,206.7,,,2,90,,https://rcdb.com/14310.htm
"Circuit Bobsleigh","Parc de la Vallée","Massais, Poitou-Charentes, France",5/2018,,,,,0,,1:20,https://rcdb.com/15139.htm
"Steel Vengeance","Cedar Point","Sandusky, Ohio, USA",5/5/2018,5740,205,200,74,4,90,2:30,https://rcdb.com/15411.htm
"Trampolino-Coaster","Trampolino Familien- und Freizeitpark","Andernach, Rhineland-Palatinate, Germany",5/5/2018,,,,,0,,,https://rcdb.com/16280.htm
"Speed Bob","AltmühlBOB","Riedenburg, Bavaria, Germany",5/6/2018,,,,37.3,0,,,https://rcdb.com/15383.htm
"Electric Eel","SeaWorld San Diego","San Diego, California, USA",5/10/2018,863,150,,62,1,,,https://rcdb.com/14683.htm
"Wonder Woman Golden Lasso Coaster","Six Flags Fiesta Texas","San Antonio, Texas, USA",5/12/2018,1800,113,100,52,3,90,,https://rcdb.com/15368.htm
"HangTime","Knott's Berry Farm","Buena Park, California, USA",5/18/2018,2198,150,,57,5,96,,https://rcdb.com/15413.htm
"Junior Red Force","Ferrari Land","Salou, Tarragona, Spain",5/22/2018,,,,28,0,,,https://rcdb.com/15992.htm
"Icon","Blackpool Pleasure Beach","Blackpool, Lancashire, England, United Kingdom",5/25/2018,3750,88.5,82,52.8,1,,2:41,https://rcdb.com/14312.htm
"Twisted Cyclone","Six Flags Over Georgia","Austell, Georgia, USA",5/25/2018,2400,100,,50,3,75,,https://rcdb.com/15457.htm
"Tantrum","Darien Lake","Darien Center, New York, USA",5/25/2018,1246.7,98.4,,52.8,3,97,1:00,https://rcdb.com/15603.htm
