Name,Park,Location,Opening Date,Length,Height,Drop,Speed,Inversions,Vertical Angle,Duration,RCDB Link
"Speed Rockets","Jardin d'Acclimatation","Paris, Île-de-France, France",6/1/2018,1312.3,36.1,,,0,,,https://rcdb.com/14454.htm
"Wonder Woman Coaster","Six Flags Mexico","Mexico City, Mexico",6/1/2018,1019,120,54,38,0,,,https://rcdb.com/15460.htm
"Boat Workshop","Nanjing Wanda Theme Park","Qixia, Nanjing, Jiangsu, China",6/1/2018,,,,,0,,,https://rcdb.com/16012.htm
"Mine 1771","Dreamwood","Yalta, Crimea, Russia",6/2018,,,,,0,,,https://rcdb.com/16525.htm
"Mystical Hex","Hermon Ski Resort","Golan Heights, Northern, Israel",6/2018,,,,,0,,,https://rcdb.com/16599.htm
"Wild Whizzer","Morey's Piers","Wildwood, New Jersey, USA",6/2/2018,,,,,0,,,https://rcdb.com/15953.htm
"Pioneer","OK Corral","Cuges-les-Pins, Provence-Alpes-Cote d'Azur, France",6/2/2018,1968.5,82,,37.3,0,,,https://rcdb.com/16170.htm
"Sea Viper","Palace Playland","Old Orchard Beach, Maine, USA",6/9/2018,1509.2,68.8,,41.1,0,,,https://rcdb.com/15462.htm
"Twist-N-Shout","Central Park Fun-Land","Fredericksburg, Virginia, USA",6/9/2018,,,,,0,,,https://rcdb.com/15544.htm
"RailBlazer","California's Great America","Santa Clara, California, USA",6/14/2018,1800,106,,52,3,90,,https://rcdb.com/15412.htm
"Wanted by Lucky Luke","Parc Spirou","Monteux, Provence-Alpes-Cote d'Azur, France",6/16/2018,728.3,29.5,,24.2,0,,,https://rcdb.com/15272.htm
"Spirou Racing","Parc Spirou","Monteux, Provence-Alpes-Cote d'Azur, France",6/16/2018,,,,,0,,,https://rcdb.com/15273.htm
"En avant Seccotine","Parc Spirou","Monteux, Provence-Alpes-Cote d'Azur, France",6/16/2018,,,,,0,,,https://rcdb.com/16077.htm
"Gotham Express","Adventure Zone at Bear Lake","Garden City, Utah, USA",6/16/2018,,,,,0,,,https://rcdb.com/16397.htm
"Dazzling Roller Coaster","Wenzhou Paradise","Ouhai, Wenzhou, Zhejiang, China",6/16/2018,1286.1,59,,,1,,,https://rcdb.com/16486.htm
"Skutan","DaftöLand","Strömstad, Västra Götaland, Sweden",6/27/2018,,22.9,,,0,,,https://rcdb.com/16076.htm
"Slinky Dog Dash","Walt Disney World - Disney's Hollywood Studios","Lake Buena Vista, Florida, USA",6/30/2018,,,,,0,,,https://rcdb.com/13377.htm
"Spinning Coaster","Churpfalzpark","Loifling, Bavaria, Germany",6/30/2018,,,,,0,,,https://rcdb.com/16164.htm
"Wing Coaster","Colourful Yunnan Paradise","Jinning, Kunming, Yunnan, China",7/5/2018,3359.5,147.7,ImmelmannZero-G RollIn-Line TwistHelixCorkscrew,,5,,1:30,https://rcdb.com/15024.htm
"Launch Coaster","Colourful Yunnan Paradise","Jinning, Kunming, Yunnan, China",7/5/2018,3464.5,118.1,,62.1,4,,2:30,https://rcdb.com/15025.htm
"Tiger Leaping Gorge","Colourful Yunnan Paradise","Jinning, Kunming, Yunnan, China",7/5/2018,1279.5,101.4,,,0,,,https://rcdb.com/15026.htm
"Mine Train","Colourful Yunnan Paradise","Jinning, Kunming, Yunnan, China",7/5/2018,2460.7,50.5,,,0,,,https://rcdb.com/15027.htm
"Fēnix","Toverland","Sevenum, Limburg, Netherlands",7/7/2018,2667.3,131.3,ImmelmannHelixZero-G Roll,59,3,,1:45,https://rcdb.com/14717.htm
"Spinning Parrot","Island in Pigeon Forge","Pigeon Forge, Tennessee, USA",7/10/2018,,,,,0,,,https://rcdb.com/16172.htm
"Twist-N-Shout","Malibu Jack's","Lexington, Kentucky, USA",7/12/2018,,,,,0,,,https://rcdb.com/16365.htm
"Hyperion","Energylandia","Zator, Malopolskie, Poland",7/14/2018,4757.2,252.6,269,88.2,1,85,,https://rcdb.com/14462.htm
"Wipeout","Palace Playland","Old Orchard Beach, Maine, USA",7/19/2018,,,,,0,,,https://rcdb.com/15947.htm
"Tabalugas Achterbahn","Holiday Park","Hassloch, Rhineland-Palatinate, Germany",7/21/2018,728.3,29.5,,24.2,0,,,https://rcdb.com/15332.htm
"Butterfly","Parc d'attractions - Amusement Park de Chamonix","Chamonix, Auvergne-Rhône-Alpes, France",7/23/2018,,,,,0,,,https://rcdb.com/16570.htm
"Tom and Jerry Swiss Cheese Spin","Warner Bros. World Abu Dhabi","Abu Dhabi, Abu Dhabi, United Arab Emirates",7/25/2018,1512.4,58.3,,30.4,0,,1:38,https://rcdb.com/15017.htm
"Fast and Furry-ous","Warner Bros. World Abu Dhabi","Abu Dhabi, Abu Dhabi, United Arab Emirates",7/25/2018,1292.6,59,,29.8,0,,1:30,https://rcdb.com/15670.htm
"Crazy Taxi Coaster","Trans Studio Mini","Banjarmasin, South Kalimantan, Indonesia",7/27/2018,,,,,0,,,https://rcdb.com/16289.htm
"Ladybird Loop","Tayto Park","Ashbourne, Meath, Ireland",8/1/2018,,,,,0,,,https://rcdb.com/16127.htm
"Vroom","Leolandia","Capriate San Gervasio, Lombardy, Italy",8/1/2018,1148.3,22.9,,,0,,,https://rcdb.com/16264.htm
"Harley Quinn Crazy Coaster","Six Flags Discovery Kingdom","Vallejo, California, USA",8/3/2018,360,62,,35,2,,,https://rcdb.com/15674.htm
"African Spin","Tatzmania Löffingen","Löffingen, Baden Wuerttemberg, Germany",8/3/2018,,,,,0,,,https://rcdb.com/16163.htm
"ASEAN Express","Fantawild Asian Legends","Qingxiu, Nanning, Guangxi, China",8/8/2018,935,116.5,,47,3,,1:48,https://rcdb.com/12880.htm
"Puppy Coaster","Fantawild Asian Legends","Qingxiu, Nanning, Guangxi, China",8/8/2018,,,,,0,,,https://rcdb.com/16574.htm
"Valkyria","Liseberg","Gothenburg, Västra Götaland, Sweden",8/10/2018,2296.6,154.2,164,65.2,3,,,https://rcdb.com/14301.htm
"Requin Express","Cita-Parc","Lille, Nord-Pas de Calais, France",8/15/2018,,,,,0,,,https://rcdb.com/16100.htm
"Hexenbesen","Erlebnisfelsen Pottenstein","Pottenstein, Bavaria, Germany",9/2018,,,,,0,,,https://rcdb.com/15417.htm
"Jurassic River","Cavallino Matto","Castagneto Carducci, Tuscany, Italy",9/15/2018,,,,,0,,,https://rcdb.com/16625.htm
"Rollercoaster Wikingów","Majaland Kownaty","Torzym, Lubuskie, Poland",9/29/2018,728.3,29.5,,24.2,0,,,https://rcdb.com/15100.htm
"Bûche Dansante","Babyland-Amiland","Saint-Pierre-du-Perray, Île-de-France, France",10/6/2018,,,,,0,,,https://rcdb.com/16122.htm
"Galaxi","Joyland Amusement Park","Lubbock, Texas, USA",-,,,,,0,,,https://rcdb.com/310.htm
"Little Coaster","Arnolds Park","Arnolds Park, Iowa, USA",2002 or earlier,,,,,0,,,https://rcdb.com/346.htm
"Candy Cane Coaster","Santa's Workshop","Cascade, Colorado, USA",-,,,,,0,,,https://rcdb.com/363.htm
"Flitzer","Jenkinson's Boardwalk","Point Pleasant Beach, New Jersey, USA",-,,,,,0,,,https://rcdb.com/565.htm
"Little Dipper Coaster","Scandia Amusement Park","Ontario, California, USA",1999 or earlier,,,,,0,,,https://rcdb.com/614.htm
"Catariños","Parque Plaza Sesamo","Monterrey, Nuevo León, Mexico",2006 or earlier,197.5,10.8,,16.2,0,,,https://rcdb.com/687.htm
"African Big Apple","West Midland Safari Park","Bewdley, Worcestershire, England, United Kingdom",1999 or earlier,,,,,0,,,https://rcdb.com/836.htm
"Wild Mouse Coaster","Clacton Pier","Clacton-on-sea, Essex, England, United Kingdom",-,,,,,0,,,https://rcdb.com/839.htm
"Turbo","Brighton Pier","Brighton, East Sussex, England, United Kingdom",-,1197.5,36.1,,,1,,1:15,https://rcdb.com/854.htm
"Runaway Train","Pettitts Animal Adventure Park","Reedham, Norfolk, England, United Kingdom",-,,,,,0,,,https://rcdb.com/890.htm
"Nessi","Coney Beach Pleasure Park","Porthcawl, Bridgend, Wales, United Kingdom",2002 or earlier,,,,,0,,1:30,https://rcdb.com/911.htm
"Serpent Hopi","OK Corral","Cuges-les-Pins, Provence-Alpes-Cote d'Azur, France",2002 or earlier,1181.1,26.3,,22.4,0,,,https://rcdb.com/951.htm
"Familien-Achterbahn","Tolk Schau","Tolk, Schleswig-Holstein, Germany",2000 or earlier,413.4,14.8,,18.6,0,,,https://rcdb.com/1018.htm
"Kiddie Coaster","Lakeside Amusement Park","Denver, Colorado, USA",-,,,,,0,,,https://rcdb.com/1104.htm
"Jet Coaster","Nagashima Spa Land","Nagashima, Kuwana, Mie, Japan",-,,,,,0,,2:02,https://rcdb.com/1180.htm
"Rocky Coaster","Suzuka Circuit","Suzuka, Mie, Japan",2004 or earlier,1565,55.8,,34.2,0,,,https://rcdb.com/1225.htm
"Gold Rush","Kijima Kogen","Beppu, Ōita, Japan",-,1715.9,42.7,,28.1,0,,2:09,https://rcdb.com/1256.htm
"Pirates Island Typhoon","Shibamasa World","Sakai, Fukui, Japan",-,,,,,0,,,https://rcdb.com/1280.htm
"Jungle Mouse","Hamanako Pal Pal","Hamamatsu, Shizuoka, Japan",-,,,,,0,,,https://rcdb.com/1285.htm
"Steampunk Coaster Iron Bull","Parque Espana-Shima Spain Village","Shima, Mie, Japan",2003 or earlier,1604.3,39.3,,32.3,0,,,https://rcdb.com/1293.htm
"Pegasus","Kashiikaen Yuenchi","Higashi, Fukuoka, Fukuoka, Japan",2002 or earlier,,,,,0,,2:20,https://rcdb.com/1302.htm
"Red Falcon","Hirakata Park","Hirakata, Osaka, Japan",-,4265.1,,,43.5,0,,2:45,https://rcdb.com/1306.htm
"Cyclone","Family Park","Almaty, Almaty, Kazakhstan",2007 or earlier,,,,,0,,,https://rcdb.com/1391.htm
"Dragon","Bowcraft Playland","Scotch Plains, New Jersey, USA",-,,,,,0,,,https://rcdb.com/1425.htm
"Little Dipper","Castle Amusement Park","Riverside, California, USA",-,,,,,0,,,https://rcdb.com/1464.htm
"Rock 'N Roll Duncan","Fuji-Q Highland","Fujiyoshida, Yamanashi, Japan",1999 or earlier,,,,,0,,1:03,https://rcdb.com/1503.htm
"Orient Express","Funworld Game Center","Nashua, New Hampshire, USA",2005 or earlier,,,,,0,,,https://rcdb.com/1519.htm
"Gusano Loco","Salitre Magico","Bogotá, Cundinamarca, Colombia",2001 or earlier,,,,,0,,,https://rcdb.com/1526.htm
"Roller Coaster","VGP Universal Kingdom","Chennai, Tamil Nadu, India",2002 or earlier,,,,,0,,,https://rcdb.com/1557.htm
"Gusanito","Chicolandia","Barquisimeto, Lara, Venezuela",2003 or earlier,,,,,0,,,https://rcdb.com/1666.htm
"Super Coaster","Lina World","Kaminoyama, Yamagata, Japan",-,,,,,0,,2:08,https://rcdb.com/1689.htm
"Dinosaur Coaster","Suntopia World","Agano, Niigata, Japan",-,2624.7,,,46.6,0,,,https://rcdb.com/1697.htm
"Dream Coaster","Kamine Park","Hitachi, Ibaraki, Japan",2001 or earlier,,,,43.5,0,,,https://rcdb.com/1698.htm
"Dolphin Coaster","Adventure World","Shirahama, Nishimuro, Wakayama, Japan",2007 or earlier,,,,,0,,,https://rcdb.com/1748.htm
"Pandafull Coaster","Adventure World","Shirahama, Nishimuro, Wakayama, Japan",2007 or earlier,,,,,0,,1:20,https://rcdb.com/1749.htm
"Big Adventure Coaster","Adventure World","Shirahama, Nishimuro, Wakayama, Japan",2007 or earlier,,,,,0,,2:33,https://rcdb.com/1750.htm
"Miniera d'Oro Del West","Fiabilandia","Rimini, Emilia-Romagna, Italy",2003 or earlier,,,,,0,,,https://rcdb.com/1755.htm
"Mini Coaster","Hamanako Pal Pal","Hamamatsu, Shizuoka, Japan",-,,,,,0,,,https://rcdb.com/1802.htm
"Speedy Mouse","Barry's Amusements","Portrush, County Antrim, Northern Ireland, United Kingdom",2001 or earlier,,,,,0,,,https://rcdb.com/1842.htm
"Wacky Worm","Jolly Roger Amusement Park","Ocean City, Maryland, USA",2005 or earlier,,,,,0,,,https://rcdb.com/1844.htm
"Draky","Festilandia","Benidorm, Alicante, Spain",-,,,,,0,,,https://rcdb.com/1861.htm
"Camel Coaster","Enakyo Wonderland","Ena, Gifu, Japan",-,2296.6,85.3,,,0,,,https://rcdb.com/1969.htm
"Caterpillar","Central Park","Almaty, Almaty, Kazakhstan",2002 or earlier,,,,,0,,,https://rcdb.com/1979.htm
"Alexanderou","Ta Aidonakia Luna Park","Athens, Attica, Greece",2002 or earlier,,,,,0,,,https://rcdb.com/2227.htm
"Big Apple","Ocean Beach Pleasure Park","South Shields, Tyne and Wear, England, United Kingdom",2002 or earlier,,,,,0,,,https://rcdb.com/2241.htm
"Mina","Parque de Atracciones de Zaragoza","Zaragoza, Zaragoza, Spain",2002 or earlier,262.5,13,,,0,,,https://rcdb.com/2271.htm
"Ramses","Parque de Atracciones de Zaragoza","Zaragoza, Zaragoza, Spain",2002 or earlier,,,,,00,,,https://rcdb.com/2272.htm
"Hili Mouse","Hili Fun City","Al Ain, Abu Dhabi, United Arab Emirates",2002 or earlier,,,,,0,,,https://rcdb.com/2388.htm
"Mini Montanha","Parquinho da Redenção","Porto Alegre, Rio Grande do Sul, Brazil",-,,,,,0,,,https://rcdb.com/2392.htm
"Gusano","Parque Italo Americano","Caracas, Distrito Federal, Venezuela",-,,,,,0,,,https://rcdb.com/2419.htm
"Mini Mouse","Oasi Park","Rome, Lazio, Italy",2007 or earlier,,,,,0,,,https://rcdb.com/2434.htm
"Dragon Coaster","Mile High Flea Market","Henderson, Colorado, USA",2000 or earlier,,,,,0,,,https://rcdb.com/2486.htm
"Cycle Coaster","Enakyo Wonderland","Ena, Gifu, Japan",-,,,,,0,,,https://rcdb.com/2502.htm
"Montanha Russa","Neo Geo Family","Guarulhos, São Paulo, Brazil",2003 or earlier,,,,,0,,,https://rcdb.com/2509.htm
"Twister Coaster","Bostanci Luna Park","Kadıköy, Istanbul, Turkey",2008 or earlier,1377.9,42.7,,29.1,0,,1:30,https://rcdb.com/2565.htm
"All American Coaster","Brookhaven Exchange Club Park","Brookhaven, Mississippi, USA",1971 or earlier,,,,,0,,,https://rcdb.com/2619.htm
"Wallis's Wonderful Wriggling Wirral Wacky Worm","New Brighton Funfair","New Brighton, Merseyside, England, United Kingdom",2004 or earlier,,,,,0,,3:05,https://rcdb.com/2730.htm
"Shuttle","People's Park","Xingning, Nanning, Guangxi, China",2002 or earlier,,,,,0,,,https://rcdb.com/2741.htm
"Wacky Worm","Star City","Pasay, Metro Manila, Philippines",2006 or earlier,,,,,0,,,https://rcdb.com/2756.htm
"Montaña Rusa","Coney Park","San Miguel, Lima, Lima, Peru",2004 or earlier,,,,,0,,,https://rcdb.com/2759.htm
"Gusanito","Diverticenter","San Juan de Lurigancho, Lima, Lima, Peru",2011 or earlier,,,,,0,,,https://rcdb.com/2817.htm
"Roller Coaster","Holiday World","Maspalomas, Las Palmas, Spain",2004 or earlier,,,,,0,,,https://rcdb.com/2830.htm
"Happy Mountain","Mampato","Lo Barnechea, Metropolitan Región, Chile",2006 or earlier,,,,,0,,,https://rcdb.com/2836.htm
"Family Coaster","Guilin Merryland Theme Park","Xing'an, Guilin, Guangxi, China",2004 or earlier,652.9,19.7,,19.9,0,,,https://rcdb.com/2879.htm
"Minor Mike","Celebration Station","Clearwater, Florida, USA",2004 or earlier,,,,,0,,,https://rcdb.com/2908.htm
"Jet Coaster","Gunma Safari Park","Tomioka, Gunma, Japan",2004 or earlier,,,,,0,,,https://rcdb.com/2909.htm
"Jet Coaster","Tochinoki Family Land","Utsunomiya, Tochigi, Japan",2006 or earlier,2339.3,54.2,,41.3,0,,3:00,https://rcdb.com/3009.htm
"Cycle Coaster","Musashi-No Mura","Kazo, Saitama, Japan",-,1414,,,,0,,,https://rcdb.com/3015.htm
"Montaña Rusa","Parque Luján","Luján, Buenos Aires, Argentina",1998 or earlier,,,,,0,,,https://rcdb.com/3238.htm
"Rakevet Harim","Park Ha'emek","Aksal, Northern, Israel",2005 or earlier,,,,,0,,,https://rcdb.com/3260.htm
"Nessi","Family Fun Fair","Rhyl, Denbighshire, Wales, United Kingdom",2005 or earlier,,,,,0,,,https://rcdb.com/3261.htm
"Montaña Rusa","Jalisco Park","Havana, Havana, Cuba",-,,,,,0,,,https://rcdb.com/3297.htm
"Little Dipper","Mack's Amusements","Cleethorpes, Lincolnshire, England, United Kingdom",1975 or earlier,,,,,0,,,https://rcdb.com/3314.htm
"Blizzard","Star City","Pasay, Metro Manila, Philippines",2006 or earlier,,,,,0,,,https://rcdb.com/3470.htm
"Dragon Express","Star City","Pasay, Metro Manila, Philippines",2006 or earlier,,,,,0,,,https://rcdb.com/3471.htm
"Roller Coaster","Nova Nicolândi","Brasília, Federal District, Brazil",2002 or earlier,1066.3,36.1,,28,0,,0:55,https://rcdb.com/3531.htm
"Bruco Mela","EuroPark Milano Idroscalo","Segrate, Lombardy, Italy",2006 or earlier,,,,,0,,,https://rcdb.com/3533.htm
"Worm Coaster","Tikuji-ni-wadi","Thane, Maharashtra, India",2006 or earlier,,,,,0,,,https://rcdb.com/3577.htm
"Moon Raker","Nicco Park","Kolkata, West Bengal, India",2006 or earlier,,,,,0,,,https://rcdb.com/3644.htm
"Bruco Mela","Astoria Village","Sottomarina, Veneto, Italy",2006 or earlier,,23.9,,,0,,,https://rcdb.com/3679.htm
"Achterbahn","Nordsee Spielstadt Wangerland","Hohenkirchen, Lower Saxony, Germany",2006 or earlier,262.5,13,,,0,,,https://rcdb.com/3690.htm
"Cobra","Haghtanak Park","Yerevan, Armenia",2006 or earlier,,,,,0,,,https://rcdb.com/3730.htm
"Pomme","Europark","Vias, Languedoc-Roussillon, France",2005 or earlier,,,,,0,,,https://rcdb.com/3741.htm
"Hanoi Steel Dragon","HoTay Theme Park","Tây Hồ, Hà Nội, Vietnam",2006 or earlier,1640.4,68.9,,,2,,,https://rcdb.com/3748.htm
"Switchback","Family Park","Almaty, Almaty, Kazakhstan",2000 or earlier,,,,,0,,,https://rcdb.com/3779.htm
"Super Dragon","Silence Beach Resort","Manavgat, Antalya, Turkey",2005 or earlier,475.8,,,,0,,,https://rcdb.com/3783.htm
"Brucomela - The Worm","Dream Park","Jounieh, Mount Lebanon, Lebanon",2006 or earlier,,,,,0,,,https://rcdb.com/3784.htm
"Roller Coaster","Dream Park","Jounieh, Mount Lebanon, Lebanon",2006 or earlier,,,,,0,,,https://rcdb.com/3785.htm
"Gusanito Manzana","Rincón de los Niños","Montevideo, Montevideo, Uruguay",2000 or earlier,,,,,0,,,https://rcdb.com/3790.htm
"Speedy","Happy Land - Dahdah","Tunis, Tunis, Tunisia",2004 or earlier,,,,,0,,,https://rcdb.com/3795.htm
"Roller Coaster","Mellat Amusement Park","Mashhad, Razavi Khorasan, Iran",2004 or earlier,,60.7,,37.3,0,,,https://rcdb.com/3818.htm
"Brucomela","Demetevler Luna Park","Ankara, Ankara, Turkey",2003 or earlier,,,,,0,,,https://rcdb.com/3823.htm
"Speedy","Super Park","Córdoba City, Córdoba, Argentina",2007 or earlier,,,,,0,,,https://rcdb.com/3837.htm
"In the Woods Flying Mouse","Wuhan Zhongshan Park","Jianghan, Wuhan, Hubei, China",2007 or earlier,,,,,0,,,https://rcdb.com/3885.htm
"Kamπia","Magic Park","Thessaloniki, Central Macedonia, Greece",2006 or earlier,,,,,0,,,https://rcdb.com/3890.htm
"Wild Train","Gorky Park","Minsk, Minsk, Belarus",2006 or earlier,,,,,0,,,https://rcdb.com/3895.htm
"Mini Coaster","Taman Remaja Surabaya","Surabaya, East Java, Indonesia",2006 or earlier,,,,,0,,,https://rcdb.com/3900.htm
"Blizzard","Shan GriLa Paradise","Zaociao Township, Miaoli, Taiwan",2004 or earlier,721.8,24.6,,22.4,0,,,https://rcdb.com/3909.htm
"Mini Coaster","Wonderia","Semarang, Central Java, Indonesia",2006 or earlier,,,,,0,,,https://rcdb.com/3912.htm
"Typhoon","Borjomi Central Park","Borjomi, Samtskhe-Javakheti, Georgia",2006 or earlier,,,,,0,,,https://rcdb.com/3931.htm
"Crazy Worm","Flamingo World","Bishkek, Kyrgyzstan",2005 or earlier,,,,,0,,,https://rcdb.com/3974.htm
"Montaña Rusa","Parque Norte","Medellín, Antioquia, Colombia",2005 or earlier,,,,,0,,,https://rcdb.com/4009.htm
"Gravity Coaster","Science City","Kolkata, West Bengal, India",2007 or earlier,,,,,0,,,https://rcdb.com/4020.htm
"Roller Coaster","Queens Land","Chennai, Tamil Nadu, India",2007 or earlier,,,,,0,,,https://rcdb.com/4098.htm
"Brucomela","Parko Paliatso Luna Park","Ayia Napa, Famagusta, Cyprus",2003 or earlier,,,,,0,,,https://rcdb.com/4109.htm
"Child Coaster","Green Pia Seto Uchi","Kure, Hiroshima, Japan",2007 or earlier,,,,,0,,,https://rcdb.com/4115.htm
"Potential Energy Train","29/3 Park","Đà Nẵng, Vietnam",2007 or earlier,,,,,0,,,https://rcdb.com/4160.htm
"Mad Mouse","People's Park","Shāyībākè, Ürümqi, Xinjiang Uygur, China",2007 or earlier,,,,,0,,,https://rcdb.com/4166.htm
"American Hills","Park Topolya","Orenburg, Orenburg, Russia",2007 or earlier,754.6,39.3,,,0,,,https://rcdb.com/4183.htm
"Reindeer Coaster","MGM Dizzee World","Muttukadu, Tamil Nadu, India",2007 or earlier,,,,,0,,,https://rcdb.com/4186.htm
"Big Apple","Allou Fun Park","Athens, Attica, Greece",2008 or earlier,,,,,0,,,https://rcdb.com/4193.htm
"Rolling Cycle","Kodomo-no-Kuni","Aoba, Yokohama, Kanagawa, Japan",2008 or earlier,,,,,0,,,https://rcdb.com/4221.htm
"Speed Slide","Jin Ying Amusement Park","Yuexiu, Guangzhou, Guangdong, China",2007 or earlier,,,,,0,,,https://rcdb.com/4241.htm
"Forest Flying Mouse","Qingcheng Park","Huimin, Hohhot, Nei Mongol, China",-,,,,,0,,,https://rcdb.com/4256.htm
"Wilde Wind","Spring Land","Monastir, Monastir, Tunisia",2003 or earlier,656.2,33,,,1,,1:00,https://rcdb.com/4257.htm
"Roller Coaster","Sparky's Family Fun Center","Abu Dhabi, Abu Dhabi, United Arab Emirates",2010 or earlier,,,,,0,,,https://rcdb.com/4265.htm
"Oruga","Parque Lenin","Havana, Havana, Cuba",2006 or earlier,,,,,0,,,https://rcdb.com/4267.htm
"Ciclón","PPS Park Platja d'Aro","Platja d'Aro, Girona, Spain",2007 or earlier,,,,,0,,,https://rcdb.com/4299.htm
"Gusanito","Coney Park","Independencia, Lima, Lima, Peru",2008 or earlier,,,,,0,,,https://rcdb.com/4303.htm
"Wacky Worm","Family Park","Chosica, Lima, Peru",2008 or earlier,,,,,0,,,https://rcdb.com/4304.htm
"Tuli-Tulá","Park do Gorilão","Ribeirão Preto, São Paulo, Brazil",2008 or earlier,,,,,0,,,https://rcdb.com/4305.htm
"Roller-Coaster","Lunapark","Agde, Languedoc-Roussillon, France",2007 or earlier,,,,,0,,,https://rcdb.com/4316.htm
"Crazy Mouse","Fuhua Amusement Park","Kuiwen, Weifang, Shandong, China",2005 or earlier,,,,,0,,,https://rcdb.com/4333.htm
"Montaña China","ExpoCuba","Arroyo Naranjo, Havana, Cuba",2007 or earlier,,,,,0,,,https://rcdb.com/4377.htm
"Bruco Mela","New Jesolandia","Jesolo, Veneto, Italy",2008 or earlier,,,,,0,,,https://rcdb.com/4404.htm
"Roller Coaster","New Jesolandia","Jesolo, Veneto, Italy",2008 or earlier,,,,,0,,,https://rcdb.com/4405.htm
"Wonder Splash","Wonderla Amusement Park Kochi","Kochi, Kerala, India",2008 or earlier,,,,,0,,,https://rcdb.com/4415.htm
"Water Chute","Athisayam","Madurai, Tamil Nadu, India",2008 or earlier,620,,,,0,,,https://rcdb.com/4419.htm
"Looping Star","Wonder Land","Cairo, Egypt",2003 or earlier,1197.5,36.1,,,1,,,https://rcdb.com/4449.htm
"Go-Gator","Kiwanis Kiddieland","Merced, California, USA",2008 or earlier,,,,,0,,,https://rcdb.com/4457.htm
"Montanha Russa","Park Trombini","Caraguatatuba, São Paulo, Brazil",2003 or earlier,,,,,0,,,https://rcdb.com/4483.htm
"Brucomela","Park Trombini","Caraguatatuba, São Paulo, Brazil",2003 or earlier,,,,,0,,,https://rcdb.com/4484.htm
"Spinning Coaster","Hongshan Forest Zoo","Gulou, Nanjing, Jiangsu, China",2007 or earlier,,,,,0,,,https://rcdb.com/4514.htm
"Outer Space Flying Car","Hongshan Forest Zoo","Gulou, Nanjing, Jiangsu, China",2009 or earlier,,,,,0,,,https://rcdb.com/4515.htm
